Id,Name,Country,Employees,Ownership,Revenue,Industry
13058,Maynard-Garcia,Singapore,190,Private,719163,Healthcare
13059,Rivas LLC,Thailand,1965,Private,,Healthcare
13060,"Russell, Mcdonald and Hernandez",Malaysia,7694,Public,40435293,Construction
13061,Jackson and Sons,Singapore,3302,Public,,Oil & Gas
13062,Ferguson-Jackson,Malaysia,4227,Private,,Education
13063,Thompson Inc,Hongkong,6159,Public,,Healthcare
13064,Rice LLC,Singapore,101,Private,732167,Construction
13065,Allen-Valencia,Thailand,338,Private,691686,Financials
13066,Garcia Inc,Malaysia,,Private,935564,Financials
13067,"Schmitt, Curtis and Thompson",Malaysia,5809,Public,75472554,Financials
13068,Khan and Sons,Hongkong,3373,Public,87091599,Financials
13069,"Robinson, Robinson and Clark",Thailand,2837,Public,,Financials
13070,Kennedy Group,Malaysia,,Private,282089,Information Technology
13071,Watkins and Sons,Singapore,,Private,441018,Healthcare
13072,"Kaufman, Lee and Hill",Thailand,500,Private,825624,Education
13073,Rodriguez and Sons,Singapore,5936,Public,54181603,Oil & Gas
13074,Clark Inc,Malaysia,2359,Public,,Healthcare
13075,"Christensen, Cook and Wilson",Hongkong,74,Private,662855,Healthcare
13076,Figueroa Inc,Singapore,9841,Public,57232349,Education
13077,"Dorsey, Case and Smith",Malaysia,5391,Private,,Healthcare
13078,Moss-Allison,Hongkong,1125,Public,,Oil & Gas
13079,Foster-Nichols,Malaysia,408,Private,645004,Oil & Gas
13080,"Thompson, Moore and Dunn",Singapore,230,Private,,Oil & Gas
13081,Bailey-Hale,Singapore,6198,Public,89543412,Healthcare
13082,"Gray, Duncan and Richards",Hongkong,154,Private,673904,Construction
13083,"Nielsen, Horton and Lambert",Singapore,140,Private,572254,Information Technology
13084,Dillon-Nash,Malaysia,,Public,998677,Financials
13085,Everett-Pruitt,Thailand,,Public,422193,Oil & Gas
13086,"Bruce, Tucker and Avila",Malaysia,5858,Public,20757096,Education
13087,Cross-Hurst,Thailand,283,Private,703100,Oil & Gas
13088,Cole-Estrada,Thailand,90,Private,898565,Construction
13089,Byrd-Dougherty,Singapore,7530,Public,58683876,Construction
13090,"Espinoza, Ramirez and Phillips",Thailand,,Public,912416,Oil & Gas
13091,Flores Inc,Malaysia,,Private,486886,Education
13092,Morgan Group,Hongkong,6370,Public,37358512,Oil & Gas
13093,Francis and Sons,Thailand,3256,Public,,Information Technology
13094,Williams-Steele,Hongkong,,Public,993770,Oil & Gas
13095,"Cunningham, Hughes and Grant",Thailand,1144,Private,,Oil & Gas
13096,"Jones, Harvey and Frazier",Malaysia,4564,Public,,Information Technology
13097,Galvan Ltd,Malaysia,,Public,915436,Education
13098,"Patel, Mendoza and Acevedo",Thailand,3306,Public,,Education
13099,Scott-Scott,Hongkong,157,Private,578073,Oil & Gas
13100,Aguilar Inc,Thailand,343,Private,734527,Construction
13101,Gomez-Mccarthy,Singapore,,Private,267122,Construction
13102,Cohen and Sons,Hongkong,3977,Public,,Oil & Gas
13103,Powell-Reyes,Malaysia,,Public,940546,Oil & Gas
13104,"Sanders, Potter and Obrien",Hongkong,,Private,211012,Education
13105,Larson and Sons,Thailand,495,Private,713482,Oil & Gas
13106,"Silva, Howard and Baker",Malaysia,924,Public,,Information Technology
13107,"Holmes, Thomas and Pope",Malaysia,835,Private,,Financials
13108,Williams and Sons,Singapore,7567,Private,,Information Technology
13109,Hale-Taylor,Singapore,440,Private,586850,Financials
13110,Jones-Juarez,Thailand,7276,Public,18721078,Information Technology
13111,"Cannon, Scott and Anderson",Hongkong,1532,Public,85045242,Education
13112,King-Mcpherson,Singapore,,Public,876137,Financials
13113,Gonzalez-Chan,Singapore,3920,Public,99790947,Financials
13114,Banks LLC,Thailand,,Private,209132,Financials
13115,"Wolf, Myers and Phelps",Singapore,9364,Public,97448309,Information Technology
13116,Garrett-Harris,Malaysia,8963,Public,74644036,Education
13117,Hill-Coleman,Thailand,8681,Public,45357461,Construction
13118,Tyler-Gordon,Singapore,486,Private,761950,Education
13119,Green PLC,Malaysia,437,Private,217866,Information Technology
13120,Small Ltd,Malaysia,9957,Public,49039240,Oil & Gas
13121,Moore Ltd,Thailand,3918,Public,,Healthcare
13122,"Brown, Edwards and Myers",Hongkong,6530,Public,84035486,Education
13123,"Perez, Wallace and Thompson",Malaysia,,Public,306428,Construction
13124,Cox-Patel,Hongkong,8622,Public,67582431,Oil & Gas
13125,"Stone, Thomas and Harrington",Hongkong,9370,Private,,Healthcare
13126,Ewing-Ortiz,Hongkong,2530,Public,,Information Technology
13127,Chen Ltd,Singapore,394,Private,232992,Information Technology
13128,Wilson-Warner,Hongkong,5595,Public,44833354,Construction
13129,Brown PLC,Malaysia,5464,Public,89873578,Healthcare
13130,Fernandez-Mayer,Singapore,6013,Public,,Education
13131,Martin-Holmes,Hongkong,,Private,784147,Healthcare
13132,Matthews Group,Thailand,249,Private,174343,Oil & Gas
13133,Patel-Eaton,Hongkong,6912,Public,47719322,Financials
13134,Robbins and Sons,Thailand,,Private,611731,Healthcare
13135,Hall-Scott,Thailand,5454,Public,14996451,Education
13136,Scott-Smith,Hongkong,,Private,490781,Education
13137,"Clark, Miller and Rogers",Hongkong,125,Private,688169,Education
13138,Schmidt-Cortez,Singapore,,Private,658441,Construction
13139,"Wright, Morris and Hammond",Hongkong,122,Private,804026,Education
13140,Franklin PLC,Singapore,9171,Public,10036617,Construction
13141,"Silva, Jones and Johnson",Singapore,,Private,192937,Financials
13142,"Hickman, Myers and Contreras",Thailand,271,Private,371662,Information Technology
13143,Martinez Inc,Singapore,3988,Public,,Oil & Gas
13144,Nielsen-Kelly,Malaysia,,Private,422920,Construction
13145,"Avery, Rogers and Olson",Thailand,,Private,230691,Financials
13146,Anderson Ltd,Malaysia,7145,Public,19810700,Oil & Gas
13147,Jackson-Dean,Hongkong,5382,Public,97703146,Healthcare
13148,Brooks-Smith,Malaysia,322,Private,689291,Construction
13149,Williams LLC,Hongkong,5831,Public,91681938,Financials
13150,Castaneda LLC,Hongkong,4720,Public,22404305,Oil & Gas
13151,Morales-Stanley,Hongkong,3340,Public,,Healthcare
13152,Gomez Ltd,Singapore,7683,Public,37505218,Healthcare
13153,Cabrera Inc,Thailand,,Private,475493,Construction
13154,Foster-Anderson,Singapore,,Private,756151,Healthcare
13155,Gallegos-Williams,Malaysia,195,Private,490749,Information Technology
13156,Weaver-Wilson,Singapore,5324,Public,,Information Technology
13157,Yu LLC,Hongkong,8680,Public,48423473,Oil & Gas
13158,Guerrero Ltd,Thailand,6719,Public,83651270,Education
13159,Jones-Clark,Hongkong,,Public,741042,Education
13160,"Daugherty, Haas and Wood",Thailand,,Public,908082,Healthcare
13161,Garcia-Johnson,Malaysia,,Public,513817,Healthcare
13162,Huang PLC,Singapore,3854,Public,,Education
13163,"Dominguez, Mcintyre and Wright",Singapore,,Private,849874,Healthcare
13164,Olson PLC,Hongkong,,Public,882092,Information Technology
13165,Owens-Peterson,Thailand,3696,Public,,Financials
13166,Bowers Inc,Hongkong,379,Private,971906,Construction
13167,"Coleman, Hamilton and Ray",Malaysia,6977,Public,,Oil & Gas
13168,Bailey and Sons,Singapore,5897,Public,97765475,Information Technology
13169,Taylor-Collins,Malaysia,224,Private,751229,Oil & Gas
13170,Wilson-Wagner,Malaysia,,Private,222807,Construction
13171,Williams-Martinez,Singapore,235,Private,560508,Healthcare
13172,"Miller, Walker and Contreras",Malaysia,,Private,907884,Education
13173,"Thomas, Chavez and Whitney",Singapore,6543,Public,93945516,Financials
13174,Parsons-Kline,Singapore,444,Private,783070,Healthcare
13175,"Larson, Carroll and Burke",Malaysia,241,Private,400939,Oil & Gas
13176,Lopez and Sons,Singapore,,Public,900428,Information Technology
13177,"Patel, Kelley and Clark",Malaysia,,Private,737138,Information Technology
13178,Jones PLC,Thailand,8466,Public,,Education
13179,Marsh-Hunt,Malaysia,5970,Public,,Oil & Gas
13180,"Davis, Downs and York",Thailand,8739,Public,74861115,Oil & Gas
13181,Hartman Inc,Singapore,165,Private,594553,Construction
13182,Escobar and Sons,Hongkong,8718,Public,55899848,Healthcare
13183,"Johnson, Jones and Chan",Malaysia,73,Private,608484,Healthcare
13184,Wells-Martin,Hongkong,427,Private,106514,Construction
13185,Wood Ltd,Singapore,5578,Private,,Financials
13186,Davis Group,Thailand,,Public,850920,Education
13187,Mckinney-Ferrell,Malaysia,178,Private,590634,Construction
13188,Davidson LLC,Hongkong,8805,Private,,Financials
13189,Hansen-Haynes,Singapore,3734,Private,,Financials
13190,"Gentry, Gutierrez and Barry",Thailand,458,Private,951021,Information Technology
13191,"Lloyd, Mays and Valdez",Singapore,304,Private,589735,Financials
13192,Oneal-Perez,Thailand,3095,Public,15031070,Healthcare
13193,Goodman-Johnson,Thailand,9078,Public,,Construction
13194,Jackson-Baker,Hongkong,,Public,239941,Healthcare
13195,Williams-Reed,Malaysia,258,Private,964280,Education
13196,English-Evans,Malaysia,,Public,266607,Construction
13197,Marquez-Owens,Malaysia,,Public,380866,Construction
13198,"Kent, Collins and Miller",Hongkong,2891,Public,58436390,Healthcare
13199,"Simmons, Davis and Murray",Hongkong,1107,Public,31874561,Oil & Gas
13200,"Jones, Huff and Harris",Singapore,8239,Public,80422364,Oil & Gas
13201,"Boyle, Chang and Brady",Thailand,1162,Public,40210976,Information Technology
13202,Mcbride-King,Malaysia,115,Private,100621,Information Technology
13203,Coleman-Henderson,Thailand,9497,Public,29770753,Information Technology
13204,"Cooke, Sullivan and Mccormick",Thailand,184,Private,413987,Construction
13205,Walter-Santos,Hongkong,190,Private,930203,Information Technology
13206,Conner Ltd,Hongkong,5912,Private,,Healthcare
13207,Wright Ltd,Hongkong,9924,Public,62835869,Construction
13208,Snyder LLC,Hongkong,431,Private,153505,Financials
13209,Gonzales-Booker,Singapore,192,Private,150614,Healthcare
13210,Wyatt Group,Hongkong,5531,Public,,Financials
13211,Miller-Ross,Hongkong,269,Private,748031,Construction
13212,Paul-Powell,Malaysia,5378,Public,48354307,Healthcare
13213,Carr Ltd,Hongkong,3055,Public,92743779,Information Technology
13214,Bell-Stewart,Singapore,1347,Public,65000968,Oil & Gas
13215,Willis and Sons,Thailand,6444,Public,25236454,Information Technology
13216,"Nelson, Nelson and King",Malaysia,2820,Private,,Construction
13217,Mckenzie Ltd,Hongkong,9581,Public,81089153,Healthcare
13218,Stanley-Smith,Hongkong,314,Private,760347,Education
13219,Cortez-Gray,Hongkong,96,Private,976738,Financials
13220,Odonnell and Sons,Hongkong,94,Private,908395,Construction
13221,Perez Group,Malaysia,1860,Public,13238532,Healthcare
13222,"Villanueva, Torres and Cooper",Thailand,171,Private,577470,Healthcare
13223,Church and Sons,Malaysia,304,Private,271273,Oil & Gas
13224,"Jones, Welch and Smith",Singapore,380,Private,988195,Construction
13225,Miller-George,Singapore,4434,Public,65917644,Construction
13226,Wall-Hanson,Singapore,6885,Public,96896205,Financials
13227,Gonzales PLC,Hongkong,9148,Public,,Financials
13228,"Lewis, Clarke and Chavez",Hongkong,366,Private,365105,Financials
13229,York-Richardson,Singapore,237,Private,912206,Construction
13230,Johnson-Johnson,Hongkong,7480,Public,,Construction
13231,Bradley PLC,Singapore,467,Public,,Information Technology
13232,Wolf PLC,Malaysia,7514,Public,87939071,Healthcare
13233,"Carr, Ward and Wilkinson",Hongkong,3366,Private,,Information Technology
13234,"Shepherd, Maxwell and Stanley",Singapore,3849,Public,77825005,Healthcare
13235,"Figueroa, Hart and Harris",Malaysia,187,Private,308111,Healthcare
13236,Bruce-Powers,Hongkong,1428,Public,14078096,Healthcare
13237,"Arnold, Ross and Richardson",Singapore,4023,Public,67177763,Construction
13238,Velasquez LLC,Hongkong,5744,Public,17726714,Financials
13239,Perez PLC,Malaysia,6971,Public,,Financials
13240,"Powers, Smith and Herrera",Hongkong,1342,Public,44531355,Education
13241,Harris-Howard,Malaysia,6148,Public,34840853,Healthcare
13242,Sanchez-Glenn,Hongkong,,Private,951101,Financials
13243,Shelton Inc,Thailand,315,Private,317985,Construction
13244,Wilson-Phelps,Hongkong,3029,Public,82502736,Education
13245,"Guerrero, Flores and Watson",Thailand,2361,Private,,Construction
13246,Richardson Inc,Thailand,8730,Public,75952140,Education
13247,"Price, Harris and Rangel",Singapore,,Private,861465,Financials
13248,"Weiss, Garcia and Freeman",Hongkong,,Public,313167,Construction
13249,Fisher and Sons,Malaysia,286,Private,445873,Education
13250,Bryant Inc,Malaysia,,Public,327840,Education
13251,"Garcia, Richardson and Ware",Thailand,426,Private,393775,Financials
13252,Garcia-Hernandez,Singapore,,Public,335575,Healthcare
13253,"Singh, Taylor and Dean",Hongkong,9699,Private,,Healthcare
13254,Moran and Sons,Thailand,5244,Public,86327256,Financials
13255,Salazar LLC,Singapore,6843,Public,84372199,Financials
13256,Turner LLC,Thailand,329,Private,777519,Information Technology
13257,Fields-Sherman,Thailand,4143,Public,,Financials
13258,"Scott, Long and French",Hongkong,2821,Public,99266540,Healthcare
13259,"Howard, Gray and West",Thailand,3371,Public,39032029,Education
13260,Dillon Ltd,Hongkong,,Private,143501,Financials
13261,Johnson Inc,Malaysia,6340,Public,,Oil & Gas
13262,Lawrence-Jones,Thailand,130,Private,317516,Information Technology
13263,Browning-Cardenas,Hongkong,403,Private,183739,Healthcare
13264,Brock LLC,Singapore,,Public,811693,Education
13265,Smith-Riley,Singapore,6750,Public,,Construction
13266,Smith-Fisher,Hongkong,372,Private,938453,Information Technology
13267,Williams PLC,Hongkong,,Public,813780,Healthcare
13268,Thomas-Jordan,Hongkong,4346,Private,,Construction
13269,"Garcia, Gonzalez and Douglas",Singapore,,Private,920067,Healthcare
13270,Hudson Inc,Singapore,6013,Public,,Financials
13271,"Sanford, Hooper and Gonzalez",Malaysia,6840,Private,,Education
13272,Todd-Patel,Malaysia,8483,Private,,Information Technology
13273,"Roberts, Hicks and Benjamin",Hongkong,,Private,831641,Education
13274,Vargas Ltd,Singapore,,Private,558459,Construction
13275,"Ramos, Perez and Henson",Malaysia,6162,Private,,Education
13276,Lee Ltd,Singapore,6171,Public,71531026,Education
13277,"Martinez, Cruz and Bruce",Singapore,1218,Public,93392888,Education
13278,"Rodriguez, Parsons and Smith",Malaysia,396,Private,824960,Oil & Gas
13279,Bender-Collins,Malaysia,,Private,505160,Healthcare
13280,Long-Sullivan,Malaysia,415,Private,620149,Information Technology
13281,Romero-Robinson,Hongkong,131,Private,,Information Technology
13282,"Alvarado, Garcia and Orr",Thailand,,Public,369164,Construction
13283,White-Wilkerson,Singapore,4502,Public,,Education
13284,Banks Inc,Hongkong,134,Private,421294,Construction
13285,Mathis-Campbell,Malaysia,4425,Public,,Oil & Gas
13286,"Hunt, Harrison and Cervantes",Malaysia,,Private,587756,Healthcare
13287,Hunt-Patrick,Malaysia,232,Private,554457,Information Technology
13288,Sanchez Ltd,Singapore,3275,Public,42112075,Oil & Gas
13289,"Diaz, Franco and Collins",Malaysia,,Public,780085,Healthcare
13290,"Lewis, Oconnor and Martinez",Hongkong,6346,Private,,Education
13291,Scott Group,Singapore,351,Private,196584,Financials
13292,"Brown, Olson and Pruitt",Singapore,,Private,796712,Healthcare
13293,Taylor-Williams,Malaysia,,Private,691748,Information Technology
13294,Patel-Shields,Hongkong,8854,Public,,Information Technology
13295,Valencia-Collins,Malaysia,4613,Public,31937184,Information Technology
13296,Sharp and Sons,Thailand,,Private,213002,Oil & Gas
13297,"Stevens, Barr and Young",Malaysia,4458,Public,76331223,Financials
13298,"Moreno, Adams and Jones",Singapore,2199,Public,69598978,Information Technology
13299,Dougherty-Holmes,Hongkong,4345,Public,64570705,Oil & Gas
13300,Poole-Rowe,Thailand,8481,Private,,Healthcare
13301,"Shaw, Wilson and Spence",Thailand,242,Private,552363,Construction
13302,Hughes-Mathews,Malaysia,,Private,472528,Construction
13303,Dixon PLC,Hongkong,65,Private,768442,Financials
13304,Scott Inc,Malaysia,,Private,666486,Financials
13305,"Davis, Luna and Fuentes",Thailand,7722,Public,44691504,Oil & Gas
13306,Gutierrez PLC,Singapore,6470,Private,,Construction
13307,"Carlson, Dudley and Wright",Thailand,211,Private,312448,Education
13308,Parker-Harrison,Thailand,2800,Public,53327318,Construction
13309,Franklin-Jones,Hongkong,210,Private,979228,Healthcare
13310,Hoover LLC,Hongkong,,Public,978512,Financials
13311,Smith-Burke,Malaysia,,Public,206629,Construction
13312,Anderson PLC,Malaysia,3826,Public,43035719,Construction
13313,Sanchez Ltd,Malaysia,1501,Public,19206990,Information Technology
13314,Guerrero-Serrano,Malaysia,204,Private,988569,Information Technology
13315,Bates Inc,Malaysia,3367,Public,34517934,Education
13316,Riggs Inc,Singapore,240,Private,280021,Education
13317,Hudson and Sons,Thailand,287,Private,474450,Education
13318,Adams Ltd,Hongkong,6042,Public,32990542,Information Technology
13319,Bennett LLC,Singapore,373,Private,605830,Oil & Gas
13320,"Coleman, Ibarra and Berger",Thailand,413,Private,893248,Information Technology
13321,"Stephenson, Johnson and Robbins",Singapore,3535,Private,,Oil & Gas
13322,"Durham, Swanson and Villarreal",Singapore,,Private,930661,Healthcare
13323,Buck-Bishop,Hongkong,,Private,857494,Healthcare
13324,Bryant-Monroe,Malaysia,233,Private,365417,Oil & Gas
13325,Vaughn PLC,Malaysia,7266,Private,,Financials
13326,Pacheco-Rodriguez,Malaysia,3218,Private,,Information Technology
13327,Hood Ltd,Thailand,1084,Private,,Healthcare
13328,Knight Inc,Hongkong,,Public,307389,Healthcare
13329,Diaz-Barnett,Malaysia,5769,Public,,Education
13330,"Taylor, Thompson and Campbell",Hongkong,235,Private,682440,Construction
13331,King PLC,Thailand,2574,Public,,Education
